key,time,all_swamps___total_rabbits
0-2,39599,266.833158044
0-2,39600,246.241769001
0-2,39601,230.18791509
0-2,39602,218.412106725
0-2,39603,210.604299128
0-2,39604,206.478696689
0-2,39605,205.811813697
0-2,39606,208.456571523
0-2,39607,214.341715915
0-2,39608,223.460638574
0-2,39609,235.851421717
0-2,39610,251.567944245
0-2,39611,270.639308206
0-2,39612,293.015199034
0-2,39613,318.493100057
0-2,39614,346.629738376
0-2,39615,376.641031643
0-2,39616,407.308213947
0-2,39617,436.921242375
0-2,39618,463.305585917
0-2,39619,483.987152648
0-2,39620,496.53867643
0-2,39621,499.064662525
0-2,39622,490.718723147
0-2,39623,472.044690685
0-2,39624,444.95769838
0-2,39625,412.325838465
0-2,39626,377.313937724
0-2,39627,342.757777486
0-2,39628,310.77782294
0-2,39629,282.683282617
0-2,39630,259.087261627
0-2,39631,240.112536886
0-2,39632,225.595777313
0-2,39633,215.251246561
0-2,39634,208.770955597
0-2,39635,205.889633816
0-2,39636,206.412635644
0-2,39637,210.221821769
0-2,39638,217.274402007
0-2,39639,227.587769096
0-2,39640,241.217870597
0-2,39641,258.2281543
0-2,39642,278.646200056
0-2,39643,302.406285848
0-2,39644,329.275922415
0-2,39645,358.769137994
0-2,39646,390.057133571
0-2,39647,421.899603618
0-2,39648,452.636780124
0-2,39649,480.298151091
0-2,39650,502.886419415
0-2,39651,518.864830415
0-2,39652,527.806464217
0-2,39653,531.072244585
0-2,39654,532.341474102
0-2,39655,537.899125438
0-2,39656,556.790452495
0-2,39657,601.17808324
0-2,39658,687.344097011
0-2,39659,837.762890221
0-2,39660,1084.64237719
0-2,39661,1475.43067132
0-2,39662,2081.07067231
0-2,39663,3008.22402096
0-2,39664,4417.28357095
0-2,39665,6548.43915676
0-2,39666,9757.23449595
0-2,39667,14551.3426423
0-2,39668,21544.0316208
0-2,39669,30520.4933226
0-2,39670,31260.7292758
0-2,39671,7666.57594549
0-2,39672,905.659106561
0-2,39673,347.615561885
0-2,39674,318.232363783
0-2,39675,339.202187876
0-2,39676,367.788688834
0-2,39677,398.236130444
0-2,39678,428.331931392
0-2,39679,455.918689711
0-2,39680,478.562812854
0-2,39681,493.771753445
0-2,39682,499.43368198
0-2,39683,494.341323298
0-2,39684,478.607211999
0-2,39685,453.764466534
0-2,39686,422.458979438
0-2,39687,387.837886907
0-2,39688,352.887938756
0-2,39689,319.965306422
0-2,39690,290.616862024
0-2,39691,265.644316467
0-2,39692,245.293829367
0-0,39693,539.652703553
0-0,39694,536.264170079
0-0,39695,676.711430426
0-0,39696,847.133307838
0-0,39697,992.366072757
0-0,39698,1036.62494697
0-0,39699,933.510103807
0-0,39700,731.999938377
0-0,39701,531.340153005
0-0,39702,385.965938068
0-0,39703,297.449625076
0-0,39704,250.561306266
0-0,39705,232.648949141
0-0,39706,237.135443773
0-0,39707,262.526555535
0-0,39708,311.257525158
0-0,39709,388.848798444
0-0,39710,502.521564613
0-0,39711,657.514935192
0-0,39712,848.822200163
0-0,39713,1049.62137806
0-0,39714,1214.60373331
0-0,39715,1339.64674151
0-0,39716,1572.1841774
0-0,39717,2270.32048343
0-0,39718,4061.29426703
0-0,39719,8126.86655153
0-0,39720,16683.3642164
0-0,39721,31006.8395485
0-0,39722,19401.5012621
0-0,39723,1421.59006008
0-0,39724,374.898532018
0-0,39725,374.228622955
0-0,39726,467.459175842
0-0,39727,603.377485752
0-0,39728,770.156466546
0-0,39729,935.629707174
0-0,39730,1034.12597262
0-0,39731,996.429950126
0-0,39732,826.547071311
0-0,39733,614.827143464
0-0,39734,442.574855893
0-0,39735,330.614514293
0-0,39736,267.368913085
0-0,39737,238.064476947
0-0,39738,233.583088711
0-0,39739,250.589142195
0-0,39740,290.388362607
0-0,39741,358.286658225
0-0,39742,463.228739876
0-0,39743,616.755105584
0-0,39744,829.921280121
0-0,39745,1108.73794274
0-0,39746,1460.6455003
0-0,39747,1954.11506859
0-0,39748,2879.28859183
0-0,39749,4972.62795383
0-0,39750,9693.11097579
0-0,39751,19532.7344625
0-0,39752,33400.9071622
0-0,39753,11883.7589359
0-0,39754,846.973705109
0-0,39755,289.876801705
0-0,39756,281.000162384
0-0,39757,332.097152912
0-0,39758,417.011376999
0-0,39759,537.892043193
0-0,39760,693.769665391
0-0,39761,866.104224211
0-0,39762,1004.03677209
0-0,39763,1032.18420551
0-0,39764,913.233736236
0-0,39765,707.012358562
0-0,39766,511.412654836
0-0,39767,373.416347411
0-0,39768,290.954220845
0-0,39769,248.709517692
0-0,39770,235.080423732
0-0,39771,244.904351893
0-0,39772,278.777692238
0-0,39773,342.894361108
0-0,39774,450.241619168
0-0,39775,623.483941619
0-0,39776,900.474574759
0-0,39777,1346.25771763
0-0,39778,2086.9200125
0-0,39779,3413.62339799
0-0,39780,6049.87735127
0-0,39781,11623.1867234
0-0,39782,22830.3237438
0-0,39783,33834.7901334
0-0,39784,6646.51674706
0-0,39785,586.357805917
0-0,39786,262.349125446
0-0,39787,239.538519512
0-0,39788,258.667217239
0-0,39789,302.892339245
0-0,39790,374.702166943
0-0,39791,479.711614407
0-0,39792,621.124992942
0-0,39793,790.334158483
0-1,39794,539.652703553
0-1,39795,461.065890984
0-1,39796,494.57164886
0-1,39797,534.928286318
0-1,39798,567.000640377
0-1,39799,582.973194179
0-1,39800,578.120207652
0-1,39801,552.384359468
0-1,39802,510.801931942
0-1,39803,461.51101163
0-1,39804,412.589977074
0-1,39805,369.806695146
0-1,39806,336.141324397
0-1,39807,312.497777828
0-1,39808,298.686074986
0-1,39809,294.164070232
0-1,39810,298.432996751
0-1,39811,311.169701582
0-1,39812,332.17651434
0-1,39813,361.185910427
0-1,39814,397.530410614
0-1,39815,439.681428863
0-1,39816,484.724493382
0-1,39817,527.978088194
0-1,39818,563.153665175
0-1,39819,583.534721994
0-1,39820,584.278505495
0-1,39821,564.989025618
0-1,39822,530.901752717
0-1,39823,491.728165638
0-1,39824,459.285072413
0-1,39825,446.322365992
0-1,39826,468.256492582
0-1,39827,548.414243395
0-1,39828,727.685641893
0-1,39829,1081.35221771
0-1,39830,1749.06669597
0-1,39831,2988.89620379
0-1,39832,5273.28629366
0-1,39833,9446.98804064
0-1,39834,16887.0970404
0-1,39835,28421.810802
0-1,39836,26720.0911971
0-1,39837,3366.6058072
0-1,39838,734.344130908
0-1,39839,596.227652674
0-1,39840,584.88776529
0-1,39841,564.546047039
0-1,39842,527.564363597
0-1,39843,480.00001525
0-1,39844,430.089838016
0-1,39845,384.553617752
0-1,39846,347.342068828
0-1,39847,320.00089463
0-1,39848,302.636437792
0-1,39849,294.769119504
0-1,39850,295.855527169
0-1,39851,305.503350347
0-1,39852,323.483377133
0-1,39853,349.581780828
0-1,39854,383.317484567
0-1,39855,423.526876455
0-1,39856,467.842021166
0-1,39857,512.213842863
0-1,39858,550.799603297
0-1,39859,576.704403138
0-1,39860,583.858817032
0-1,39861,569.580781657
0-1,39862,536.309958621
0-1,39863,491.014100875
0-1,39864,442.476966685
0-1,39865,398.441311885
0-1,39866,364.359033353
0-1,39867,343.938882887
0-1,39868,340.763790788
0-1,39869,360.470833786
0-1,39870,413.693268681
0-1,39871,520.703098447
0-1,39872,719.561069176
0-1,39873,1080.99917653
0-1,39874,1735.81364053
0-1,39875,2924.99568946
0-1,39876,5089.60474495
0-1,39877,9021.31641412
0-1,39878,16036.1185834
0-1,39879,27251.3487698
0-1,39880,29362.908118
0-1,39881,4446.76745874
0-1,39882,778.043910959
0-1,39883,519.42222558
0-1,39884,451.137193262
0-1,39885,401.025760355
0-1,39886,360.042014079
0-1,39887,328.907986311
0-1,39888,307.890214041
0-1,39889,296.593545431
0-1,39890,294.445263541
0-1,39891,300.983406861
0-1,39892,315.926264484
0-1,39893,339.07803485
0-1,39894,370.09631858
0-2,39895,539.652703553
0-2,39896,399.181157603
0-2,39897,360.095491866
0-2,39898,329.192709958
0-2,39899,299.358810667
0-2,39900,271.388939389
0-2,39901,246.431374381
0-2,39902,225.155194998
0-2,39903,207.78007472
0-2,39904,194.233749989
0-2,39905,184.297262155
0-2,39906,177.708993834
0-2,39907,174.227789218
0-2,39908,173.66506991
0-2,39909,175.896730204
0-2,39910,180.862645396
0-2,39911,188.557239368
0-2,39912,199.012646091
0-2,39913,212.274328861
0-2,39914,228.366844136
0-2,39915,247.247736224
0-2,39916,268.746120515
0-2,39917,292.487961048
0-2,39918,317.811645095
0-2,39919,343.688771695
0-2,39920,368.676397817
0-2,39921,390.93964298
0-2,39922,408.390855657
0-2,39923,418.981896161
0-2,39924,421.113336256
0-2,39925,414.070989563
0-2,39926,398.313744657
0-2,39927,375.457600844
0-2,39928,347.922669142
0-2,39929,318.379446717
0-2,39930,289.220780479
0-2,39931,262.23592989
0-2,39932,238.529611863
0-2,39933,218.619167651
0-2,39934,202.608197049
0-2,39935,190.358880448
0-2,39936,181.630112046
0-2,39937,176.162009107
0-2,39938,173.730734927
0-2,39939,174.172046567
0-2,39940,177.386257466
0-2,39941,183.337261046
0-2,39942,192.039733389
0-2,39943,203.540883335
0-2,39944,217.894248457
0-2,39945,235.123100776
0-2,39946,255.171983714
0-2,39947,277.844721635
0-2,39948,302.731249057
0-2,39949,329.132221098
0-2,39950,356.001061557
0-2,39951,381.937249626
0-2,39952,405.278057117
0-2,39953,424.338154431
0-2,39954,437.820820045
0-2,39955,445.365816765
0-2,39956,448.121499083
0-2,39957,449.192481496
0-2,39958,453.882056358
0-2,39959,469.822655564
0-2,39960,507.277167324
0-2,39961,579.984494161
0-2,39962,706.908647684
0-2,39963,915.226832114
0-2,39964,1244.97601026
0-2,39965,1756.0181668
0-2,39966,2538.35494436
0-2,39967,3727.32666012
0-2,39968,5525.60673525
0-2,39969,8233.2047924
0-2,39970,12278.4979728
0-2,39971,18178.9649989
0-2,39972,25753.3496806
0-2,39973,26377.9645959
0-2,39974,6469.09632457
0-2,39975,764.199825219
0-2,39976,293.31980401
0-2,39977,268.526109902
0-2,39978,286.220555627
0-2,39979,310.341992575
0-2,39980,336.033700845
0-2,39981,361.428692909
0-2,39982,384.706541862
0-2,39983,403.813769761
0-2,39984,416.647152275
0-2,39985,421.424716775
0-2,39986,417.127758255
0-2,39987,403.851233989
0-2,39988,382.888797235
0-2,39989,356.473065759
0-2,39990,327.259609317
0-2,39991,297.768662807
0-2,39992,269.988375839
0-2,39993,245.224007086
0-2,39994,224.152044344
0-2,39995,206.980198368
0-0,39996,429.408960446
0-0,39997,426.712658497
0-0,39998,538.468444516
0-0,39999,674.075439042
0-0,40000,789.639115821
0-0,40001,824.856501075
0-0,40002,742.806624709
0-0,40003,582.462258625
0-0,40004,422.794551464
0-0,40005,307.11832099
0-0,40006,236.68469267
0-0,40007,199.375022757
0-0,40008,185.121917748
0-0,40009,188.691882251
0-0,40010,208.89593355
0-0,40011,247.671825656
0-0,40012,309.412252011
0-0,40013,399.863210619
0-0,40014,523.193533433
0-0,40015,675.419313524
0-0,40016,835.197937204
0-0,40017,966.476630325
0-0,40018,1065.97504441
0-0,40019,1251.00822956
0-0,40020,1806.52473758
0-0,40021,3231.62681811
0-0,40022,6466.65771263
0-0,40023,13275.1787172
0-0,40024,24672.561908
0-0,40025,15438.0371546
0-0,40026,1131.1784521
0-0,40027,298.311836198
0-0,40028,297.77878049
0-0,40029,371.963593302
0-0,40030,480.11563216
0-0,40031,612.82392454
0-0,40032,744.493221797
0-0,40033,822.868033363
0-0,40034,792.872798049
0-0,40035,657.694692001
0-0,40036,489.226279773
0-0,40037,352.162803109
0-0,40038,263.074443908
0-0,40039,212.749062995
0-0,40040,189.431126522
0-0,40041,185.865225247
0-0,40042,199.397172182
0-0,40043,231.065950549
0-0,40044,285.093543379
0-0,40045,368.597378145
0-0,40046,490.760385327
0-0,40047,660.379595622
0-0,40048,882.237787868
0-0,40049,1162.2553945
0-0,40050,1554.91580913
0-0,40051,2291.08890385
0-0,40052,3956.78736765
0-0,40053,7712.93960022
0-0,40054,15542.4611885
0-0,40055,26577.5539121
0-0,40056,9456.06783263
0-0,40057,673.94844099
0-0,40058,230.658894615
0-0,40059,223.595632561
0-0,40060,264.254199525
0-0,40061,331.82159695
0-0,40062,428.007979166
0-0,40063,552.041912961
0-0,40064,689.170853972
0-0,40065,798.925649244
0-0,40066,821.322942997
0-0,40067,726.672444591
0-0,40068,562.579303158
0-0,40069,406.937971451
0-0,40070,297.132441845
0-0,40071,231.516211608
0-0,40072,197.901529525
0-0,40073,187.05667499
0-0,40074,194.873707595
0-0,40075,221.827182985
0-0,40076,272.845684228
0-0,40077,358.263350417
0-0,40078,496.114611236
0-0,40079,716.519807108
0-0,40080,1071.23548759
0-0,40081,1660.59050052
0-0,40082,2716.26634136
0-0,40083,4813.96929383
0-0,40084,9248.72699626
0-0,40085,18166.3976126
0-0,40086,26922.8004649
0-0,40087,5288.7233366
0-0,40088,466.572842553
0-0,40089,208.754750027
0-0,40090,190.604042143
0-0,40091,205.825005832
0-0,40092,241.015534002
0-0,40093,298.15558585
0-0,40094,381.713024506
0-0,40095,494.237563844
0-0,40096,628.87958712
0-1,40097,429.408960446
0-1,40098,366.876370008
0-1,40099,393.537355052
0-1,40100,425.649677707
0-1,40101,451.170083933
0-1,40102,463.879661182
0-1,40103,460.018074117
0-1,40104,439.539711381
0-1,40105,406.452010978
0-1,40106,367.230558531
0-1,40107,328.303429185
0-1,40108,294.260192682
0-1,40109,267.472201514
0-1,40110,248.658711492
0-1,40111,237.668552599
0-1,40112,234.07033221
0-1,40113,237.467174821
0-1,40114,247.601943248
0-1,40115,264.317348487
0-1,40116,287.400517597
0-1,40117,316.320328321
0-1,40118,349.860464058
0-1,40119,385.701840156
0-1,40120,420.119310988
0-1,40121,448.108993695
0-1,40122,464.326476465
0-1,40123,464.918315063
0-1,40124,449.569414841
0-1,40125,422.445710421
0-1,40126,391.274756965
0-1,40127,365.459348567
0-1,40128,355.144747617
0-1,40129,372.598029025
0-1,40130,436.380636286
0-1,40131,579.029314519
0-1,40132,860.44659579
0-1,40133,1391.75604369
0-1,40134,2378.30516423
0-1,40135,4196.02527808
0-1,40136,7517.09624943
0-1,40137,13437.2916829
0-1,40138,22615.6195459
0-1,40139,21261.5382235
0-1,40140,2678.85380798
0-1,40141,584.327564351
0-1,40142,474.426413206
0-1,40143,465.403111329
0-1,40144,449.21693079
0-1,40145,419.790104727
0-1,40146,381.94250896
0-1,40147,342.228305398
0-1,40148,305.994518599
0-1,40149,276.38478546
0-1,40150,254.629043087
0-1,40151,240.811909752
0-1,40152,234.551778106
0-1,40153,235.416247389
0-1,40154,243.093150875
0-1,40155,257.40010155
0-1,40156,278.166954613
0-1,40157,305.010910693
0-1,40158,337.006068054
0-1,40159,372.268228509
0-1,40160,407.575487608
0-1,40161,438.278699446
0-1,40162,458.891499302
0-1,40163,464.584363273
0-1,40164,453.223137271
0-1,40165,426.749093059
0-1,40166,390.706565969
0-1,40167,352.084911341
0-1,40168,317.045144792
0-1,40169,289.925414459
0-1,40170,273.676824345
0-1,40171,271.150360587
0-1,40172,286.831521436
0-1,40173,329.18133325
0-1,40174,414.330503179
0-1,40175,572.564482041
0-1,40176,860.165676146
0-1,40177,1381.2104081
0-1,40178,2327.45866008
0-1,40179,4049.86738363
0-1,40180,7178.38357472
0-1,40181,12760.1566065
0-1,40182,21684.2670646
0-1,40183,23364.463418
0-1,40184,3538.35305416
0-1,40185,619.100070816
0-1,40186,413.311295302
0-1,40187,358.975970845
0-1,40188,319.10162542
0-1,40189,286.490303791
0-1,40190,261.716536495
0-1,40191,244.992410623
0-1,40192,236.003498509
0-1,40193,234.294081533
0-1,40194,239.496570666
0-1,40195,251.386804729
0-1,40196,269.80898177
0-1,40197,294.490649968
0-2,40198,429.408960446
0-2,40199,317.633850043
0-2,40200,286.532856789
0-2,40201,261.943094955
0-2,40202,238.203857485
0-2,40203,215.947852336
0-2,40204,196.088780057
0-2,40205,179.159036148
0-2,40206,165.333417769
0-2,40207,154.554423831
0-2,40208,146.64782597
0-2,40209,141.405451695
0-2,40210,138.635410064
0-2,40211,138.187646693
0-2,40212,139.963408995
0-2,40213,143.914854927
0-2,40214,150.037547498
0-2,40215,158.357056142
0-2,40216,168.90955662
0-2,40217,181.714588837
0-2,40218,196.738370225
0-2,40219,213.844925587
0-2,40220,232.736629446
0-2,40221,252.8870276
0-2,40222,273.477807484
0-2,40223,293.360799798
0-2,40224,311.075965308
0-2,40225,324.962131439
0-2,40226,333.389565718
0-2,40227,335.085581451
0-2,40228,329.481890868
0-2,40229,316.943637822
0-2,40230,298.75669483
0-2,40231,276.846776989
0-2,40232,253.338835036
0-2,40233,230.136889646
0-2,40234,208.664678791
0-2,40235,189.801240671
0-2,40236,173.958230722
0-2,40237,161.218084705
0-2,40238,151.47113769
0-2,40239,144.525538528
0-2,40240,140.174495009
0-2,40241,138.239897236
0-2,40242,138.591054881
0-2,40243,141.148645998
0-2,40244,145.883940094
0-2,40245,152.808615126
0-2,40246,161.960235806
0-2,40247,173.381402708
0-2,40248,187.090633691
0-2,40249,203.043801208
0-2,40250,221.084805648
0-2,40251,240.887352358
0-2,40252,261.89496315
0-2,40253,283.274863175
0-2,40254,303.912639069
0-2,40255,322.485235508
0-2,40256,337.651612921
0-2,40257,348.379952438
0-2,40258,354.38360845
0-2,40259,356.576342169
0-2,40260,357.428537371
0-2,40261,361.160095562
0-2,40262,373.844246107
0-2,40263,403.647308064
0-2,40264,461.501512125
0-2,40265,562.496779009
0-2,40266,728.258377957
0-2,40267,990.644262186
0-2,40268,1397.28742312
0-2,40269,2019.803386
0-2,40270,2965.88427302
0-2,40271,4396.80006862
0-2,40272,6551.27249019
0-2,40273,9770.16702711
0-2,40274,14465.2485029
0-2,40275,20492.2889138
0-2,40276,20989.3034561
0-2,40277,5147.54750503
0-2,40278,608.084144413
0-2,40279,233.39853815
0-2,40280,213.669860165
0-2,40281,227.749570123
0-2,40282,246.943323988
0-2,40283,267.386563996
0-2,40284,287.593702905
0-2,40285,306.116202384
0-2,40286,321.32008224
0-2,40287,331.531778407
0-2,40288,335.333351144
0-2,40289,331.91420309
0-2,40290,321.349893034
0-2,40291,304.66979838
0-2,40292,283.650443307
0-2,40293,260.40490061
0-2,40294,236.93855531
0-2,40295,214.833404962
0-2,40296,195.128061558
0-2,40297,178.360815594
0-2,40298,164.696945329
0-0,40299,362.337495579
0-0,40300,360.062342088
0-0,40301,454.362450732
0-0,40302,568.788332131
0-0,40303,666.301558638
0-0,40304,696.018169956
0-0,40305,626.78406109
0-0,40306,491.484657984
0-0,40307,356.756223165
0-0,40308,259.148023271
0-0,40309,199.715764419
0-0,40310,168.233672516
0-0,40311,156.206828996
0-0,40312,159.219183456
0-0,40313,176.267466149
0-0,40314,208.986763901
0-0,40315,261.083654098
0-0,40316,337.406639488
0-0,40317,441.473401977
0-0,40318,569.922300351
0-0,40319,704.744327099
0-0,40320,815.517965448
0-0,40321,899.475240436
0-0,40322,1055.6071964
0-0,40323,1524.35489105
0-0,40324,2726.86337683
0-0,40325,5456.59913089
0-0,40326,11201.6642707
0-0,40327,20818.8349912
0-0,40328,13026.6953756
0-0,40329,954.494212146
0-0,40330,251.717065982
0-0,40331,251.267270826
0-0,40332,313.864798499
0-0,40333,405.124046701
0-0,40334,517.103988279
0-0,40335,628.207220413
0-0,40336,694.340290645
0-0,40337,669.03015638
0-0,40338,554.966173291
0-0,40339,412.811658146
0-0,40340,297.156789607
0-0,40341,221.983572624
0-0,40342,179.518756647
0-0,40343,159.842961585
0-0,40344,156.834035698
0-0,40345,168.252362314
0-0,40346,194.974640838
0-0,40347,240.563402326
0-0,40348,311.024368787
0-0,40349,414.106144325
0-0,40350,557.231708814
0-0,40351,744.436795706
0-0,40352,980.717096427
0-0,40353,1312.04597951
0-0,40354,1933.23263378
0-0,40355,3338.75758868
0-0,40356,6508.21821556
0-0,40357,13114.8089139
0-0,40358,22426.2770696
0-0,40359,7979.07880858
0-0,40360,568.68117052
0-0,40361,194.631164941
0-0,40362,188.671147991
0-0,40363,222.979056499
0-0,40364,279.992774937
0-0,40365,361.15534035
0-0,40366,465.815813414
0-0,40367,581.525921107
0-0,40368,674.137583437
0-0,40369,693.036535425
0-0,40370,613.169956692
0-0,40371,474.707317611
0-0,40372,343.376359167
0-0,40373,250.721886944
0-0,40374,195.354573442
0-0,40375,166.990331326
0-0,40376,157.839387135
0-0,40377,164.435439566
0-0,40378,187.178921117
0-0,40379,230.228595603
0-0,40380,302.30446289
0-0,40381,418.624067762
0-0,40382,604.60310882
0-0,40383,903.914029524
0-0,40384,1401.21482914
0-0,40385,2291.99954848
0-0,40386,4062.05211906
0-0,40387,7804.12354145
0-0,40388,15328.9000021
0-0,40389,22717.5978915
0-0,40390,4462.65202898
0-0,40391,393.696570981
0-0,40392,176.148334764
0-0,40393,160.832673835
0-0,40394,173.676201501
0-0,40395,203.370150672
0-0,40396,251.585221133
0-0,40397,322.091418833
0-0,40398,417.040205493
0-0,40399,530.651839174
0-1,40400,362.337495579
0-1,40401,309.572173244
0-1,40402,332.068849934
0-1,40403,359.165393415
0-1,40404,380.699643815
0-1,40405,391.42405065
0-1,40406,388.165623567
0-1,40407,370.88587547
0-1,40408,342.966303214
0-1,40409,309.871039347
0-1,40410,277.024126832
0-1,40411,248.298268286
0-1,40412,225.694423174
0-1,40413,209.81950326
0-1,40414,200.545950502
0-1,40415,197.509753579
0-1,40416,200.376026895
0-1,40417,208.927796765
0-1,40418,223.032341919
0-1,40419,242.51003907
0-1,40420,266.912724517
0-1,40421,295.214064042
0-1,40422,325.457202052
0-1,40423,354.498841454
0-1,40424,378.116680084
0-1,40425,391.80107569
0-1,40426,392.300472152
0-1,40427,379.34899098
0-1,40428,356.461869294
0-1,40429,330.159657998
0-1,40430,308.376483244
0-1,40431,299.672969763
0-1,40432,314.400138634
0-1,40433,368.220231611
0-1,40434,488.58792204
0-1,40435,726.049275439
0-1,40436,1174.3709279
0-1,40437,2006.82616412
0-1,40438,3540.62777141
0-1,40439,6342.96458607
0-1,40440,11338.4560273
0-1,40441,19083.176417
0-1,40442,17940.5956132
0-1,40443,2260.43065986
0-1,40444,493.058612576
0-1,40445,400.323454404
0-1,40446,392.709545741
0-1,40447,379.051563119
0-1,40448,354.221055513
0-1,40449,322.285058999
0-1,40450,288.7740092
0-1,40451,258.199753017
0-1,40452,233.214907476
0-1,40453,214.857299852
0-1,40454,203.19833148
0-1,40455,197.916000109
0-1,40456,198.645443749
0-1,40457,205.123254506
0-1,40458,217.195533276
0-1,40459,234.718711
0-1,40460,257.369779592
0-1,40461,284.367458395
0-1,40462,314.121851258
0-1,40463,343.914298589
0-1,40464,369.821827095
0-1,40465,387.215013928
0-1,40466,392.018681909
0-1,40467,382.43202081
0-1,40468,360.09308576
0-1,40469,329.680215505
0-1,40470,297.091064132
0-1,40471,267.524328394
0-1,40472,244.640560064
0-1,40473,230.92991592
0-1,40474,228.798072771
0-1,40475,242.029917174
0-1,40476,277.76490681
0-1,40477,349.614215568
0-1,40478,483.132863053
0-1,40479,725.812233994
0-1,40480,1165.4724662
0-1,40481,1963.92162167
0-1,40482,3417.29898624
0-1,40483,6057.15708418
0-1,40484,10767.0859574
0-1,40485,18297.2963897
0-1,40486,19715.0547386
0-1,40487,2985.6805568
0-1,40488,522.399832877
0-1,40489,348.754202705
0-1,40490,302.905775683
0-1,40491,269.259597355
0-1,40492,241.741995965
0-1,40493,220.837763345
0-1,40494,206.725859677
0-1,40495,199.140969273
0-1,40496,197.698554412
0-1,40497,202.088441575
0-1,40498,212.121482404
0-1,40499,227.666210407
0-1,40500,248.492729332
0-2,40501,362.337495579
0-2,40502,268.021080921
0-2,40503,241.777902405
0-2,40504,221.028934542
0-2,40505,200.997643526
0-2,40506,182.217911592
0-2,40507,165.460723976
0-2,40508,151.175318747
0-2,40509,139.509190651
0-2,40510,130.413819971
0-2,40511,123.742191917
0-2,40512,119.318649464
0-2,40513,116.981274049
0-2,40514,116.603449008
0-2,40515,118.101846397
0-2,40516,121.436096855
0-2,40517,126.602456425
0-2,40518,133.622500728
0-2,40519,142.526755058
0-2,40520,153.331707287
0-2,40521,166.00885151
0-2,40522,180.443451155
0-2,40523,196.384368309
0-2,40524,213.3873782
0-2,40525,230.761984467
0-2,40526,247.539355932
0-2,40527,262.487503959
0-2,40528,274.20472256
0-2,40529,281.31583507
0-2,40530,282.746941893
0-2,40531,278.018518878
0-2,40532,267.438676289
0-2,40533,252.09243999
0-2,40534,233.604738311
0-2,40535,213.768615645
0-2,40536,194.190694456
0-2,40537,176.07233219
0-2,40538,160.155265813
0-2,40539,146.786852305
0-2,40540,136.036651386
0-2,40541,127.812127223
0-2,40542,121.951394827
0-2,40543,118.279961864
0-2,40544,116.647538286
0-2,40545,116.943846918
0-2,40546,119.101955493
0-2,40547,123.097621074
0-2,40548,128.940697581
0-2,40549,136.662882313
0-2,40550,146.300121851
0-2,40551,157.868041663
0-2,40552,171.329406695
0-2,40553,186.552499291
0-2,40554,203.261990341
0-2,40555,220.988320677
0-2,40556,239.028790589
0-2,40557,256.443052331
0-2,40558,272.114704998
0-2,40559,284.912172482
0-2,40560,293.964800701
0-2,40561,299.030716609
0-2,40562,300.88095663
0-2,40563,301.600043337
0-2,40564,304.748751385
0-2,40565,315.451703035
0-2,40566,340.599680429
0-2,40567,389.41735621
0-2,40568,474.637683308
0-2,40569,614.508175446
0-2,40570,835.910737861
0-2,40571,1179.0383344
0-2,40572,1704.32051461
0-2,40573,2502.62844667
0-2,40574,3710.0425752
0-2,40575,5527.99751661
0-2,40576,8244.1173289
0-2,40577,12205.8512939
0-2,40578,17291.4990782
0-2,40579,17710.8825124
0-2,40580,4343.52713416
0-2,40581,513.104537361
0-2,40582,196.942890287
0-2,40583,180.295730048
0-2,40584,192.17626193
0-2,40585,208.372050436
0-2,40586,225.622161795
0-2,40587,242.673049828
0-2,40588,258.302430422
0-2,40589,271.131542661
0-2,40590,279.748224556
0-2,40591,282.956011239
0-2,40592,280.070916476
0-2,40593,271.156697163
0-2,40594,257.081947264
0-2,40595,239.345707041
0-2,40596,219.730998221
0-2,40597,199.929975025
0-2,40598,181.27753515
0-2,40599,164.650064752
0-2,40600,150.501776127
0-2,40601,138.972131924
0-0,40602,355.602524162
0-0,40603,353.369660232
0-0,40604,445.916959564
0-0,40605,558.21594256
0-0,40606,653.916635721
0-0,40607,683.080887622
0-0,40608,615.133672191
0-0,40609,482.34915541
0-0,40610,350.124994007
0-0,40611,254.331092782
0-0,40612,196.003534851
0-0,40613,165.106618348
0-0,40614,153.303324552
0-0,40615,156.259686681
0-0,40616,172.991083327
0-0,40617,205.102209036
0-0,40618,256.230744947
0-0,40619,331.135071956
0-0,40620,433.267486829
0-0,40621,559.328833073
0-0,40622,691.64484676
0-0,40623,800.359473008
0-0,40624,882.756186767
0-0,40625,1035.98603
0-0,40626,1496.02084683
0-0,40627,2676.17762908
0-0,40628,5355.17424489
0-0,40629,10993.4526183
0-0,40630,20431.8635618
0-0,40631,12784.5608405
0-0,40632,936.752489815
0-0,40633,247.038258888
0-0,40634,246.596824328
0-0,40635,308.030816445
0-0,40636,397.593777523
0-0,40637,507.492284761
0-0,40638,616.530378449
0-0,40639,681.434196
0-0,40640,656.594515478
0-0,40641,544.650703984
0-0,40642,405.138494998
0-0,40643,291.633368739
0-0,40644,217.857438744
0-0,40645,176.181940255
0-0,40646,156.871870294
0-0,40647,153.918873009
0-0,40648,165.124960749
0-0,40649,191.350537208
0-0,40650,236.09191467
0-0,40651,305.243183402
0-0,40652,406.408919832
0-0,40653,546.87412872
0-0,40654,730.599529063
0-0,40655,962.487954554
0-0,40656,1287.65824079
0-0,40657,1897.29854832
0-0,40658,3276.69821806
0-0,40659,6387.24629244
0-0,40660,12871.0365628
